d_Recovery18to64Cost,d_Recovery65plusCost,d_Recovery18to64CostMean,d_Recovery65plusCostMean,d_LongtermDisabilityUtility,d_thresh1_imv_surv,d_thresh1_surv,d_thresh4_imv_surv,d_thresh4_surv,d_beta_imvDuration_intercept,d_beta_imvDuration_death28,d_beta_imvDuration_age,d_beta_imvDuration_sex,d_beta_imvDuration_logalpha,d_beta_oxygenDuration_intercept,d_beta_oxygenDuration_death28,d_beta_oxygenDuration_imv28,d_beta_oxygenDuration_age,d_beta_oxygenDuration_sex,d_beta_oxygenDuration_logalpha,d_beta_hospitalDuration_intercept,d_beta_hospitalDuration_death28,d_beta_hospitalDuration_imv28,d_beta_hospitalDuration_age,d_beta_hospitalDuration_sex,d_beta_hospitalDuration_logalpha,d_LTD_riskgroup0,d_LTD_riskgroup1,d_LTD_riskgroup2,d_LTD_riskgroup3,d_LTD_riskgroup4,d_imv1,d_imv2,d_imv3,d_imv4,d_imv5,d_oxygen1,d_oxygen2,d_oxygen3,d_oxygen4,d_oxygen5,d_ward1,d_ward2,d_ward3,d_ward4,d_ward5,d_y1,d_y2,d_y3,d_y4,d_y5,d_thresh1_imv_death,d_thresh2_imv_death,d_thresh3_imv_death,d_thresh4_imv_death,d_LTDmortalityHR,d_dischargeSurvival_shape,d_dischargeSurvival_scale,d_dischargeSurvival_ageHR
30014.66748,37628.19144,3495.490247,37633.88899,0.346940082,0.362944603,0.800287652,0.697024786,0.743384938,2.337031286,-0.465984416,-0.216002948,-0.020664544,-0.117991954,1.848349118,-0.397374317,0.035825843,0.064839336,0.135255324,-0.264599561,2.11022296,-0.375471989,-0.14987465,-0.100689198,0.060694865,-0.436362483,0.034123187,0.128114497,0.246510797,0.372473026,0.696629808,4880.652332,5559.971365,4720.769729,3845.713761,4270.20443,3883.230813,2105.184813,1644.131066,4396.391416,2510.511562,1689.789516,2236.333628,1982.268367,1763.957217,1634.884287,24029.7522,16062.83146,5758.553275,7200.208279,4942.470089,0.155656407,0.126159309,0.049875328,0.222437198,1.366682571,0.459784424,15.55913126,1.976708572
29977.42569,33710.2125,2910.117914,33689.46162,0.382874636,0.375967487,0.49048131,0.840819349,0.849310691,2.171431123,-0.501441362,-0.303635642,-0.05018051,-0.109295425,1.828455337,-0.332159356,-0.195182901,-0.039149462,-0.01133535,-0.249743886,2.170971379,-0.489392327,-0.051790978,0.015957416,0.018665024,-0.271406,0.009023833,0.095619564,0.374008914,0.449695514,0.58157951,7980.964112,4877.82372,4507.403435,5100.926277,4296.49426,3189.897867,3828.014025,2507.201476,2714.59996,2814.078704,2182.821515,1335.528986,1340.234369,1750.678736,1198.525442,24576.13684,19197.33828,7039.253866,9911.487977,9495.894698,0.136675578,0.208095951,0.191246937,0.165188094,1.758538084,0.45079929,13.72821905,1.05334149
30022.21966,27686.7175,5823.802745,27587.01576,0.268223396,0.355073466,0.549596671,0.652448015,0.650741756,2.318602129,-0.368252891,-0.277934383,-0.076866476,-0.162289163,1.693346189,-0.435812781,-0.18219418,0.074125775,0.048171966,-0.205839158,2.049194604,-0.33622557,-0.053969503,-0.00503451,0.163748363,-0.168320589,0.061281629,0.160969407,0.278339987,0.460025775,0.58339577,2788.787465,5058.932323,4418.284615,4820.446592,4899.135582,4605.028522,3407.374802,3281.791341,1623.21864,2032.759284,2639.250448,1832.213724,2121.580765,1977.211715,1300.830076,31549.09452,6811.4269,7064.033861,4546.987716,5468.08891,0.213654783,0.35369041,0.040613681,0.222227739,1.985762847,0.432489324,15.44188787,1.775303447
29984.93927,37134.5408,2580.029711,37163.81073,0.089227832000000007,0.381822658,0.725497543,0.696428575,0.910329493,2.157612694,-0.305711904,-0.279301545,-0.110288897,-0.023825811,1.848362158,-0.351362119,-0.093131115,-0.075907129,-0.011102923,-0.200702182,2.001692857,-0.431651499,-0.028319811,-0.076402328,0.124023593,-0.260983377,0.04452766,0.13897531900000001,0.21654848300000001,0.471073504,0.618883517,8148.572136,3545.20247,3633.018409,3172.032739,3271.024261,5146.845722,2799.190949,1820.310448,3443.659535,3257.110745,2467.964528,1850.909495,1800.436404,2071.227703,1790.81976,31859.84926,15761.28723,5974.434699,7001.269046,8506.848561,0.060659398,0.275228646,0.230151236,0.188486526,1.510429016,0.508060317,20.99554069,1.266782386
29982.34938,24922.45176,2192.577298,24936.74644,0.153421013,0.383842259,0.739377894,0.690489457,0.719291261,2.366791651,-0.51019121,-0.276960347,-0.076737208,-0.130668096,1.694695422,-0.357949235,-0.364431454,0.051812551,0.116880578,-0.043874113,2.063361871,-0.420763139,-0.066090041,-0.138003846,0.038137133,-0.285667781,0.012962366,0.210912238,0.237083296,0.29991968,0.636719361,7992.711343,4864.722739,4227.410901,4525.163711,3034.668466,4335.847428,1900.970989,2737.457027,1762.600769,3842.27378,1841.352563,1827.749231,2568.369077,1578.605384,1147.428601,22242.55565,11708.66909,4975.135852,10167.05686,8893.02859,0.335783146,0.065179721,0.122453268,0.070832596,1.433842107,0.496482825,18.67258213,2.325412477
29972.77686,29296.56538,2983.257076,29403.2874,0.246909155,0.37542593,0.846848326,0.811755236,0.936479247,2.317940275,-0.50246822,-0.245310158,-0.062631112,0.071227119,1.74156709,-0.464692974,-0.147539725,-0.032335737,0.069796296,-0.121515802,2.016824148,-0.281128493,-0.252437005,-0.035127604,0.154474927,-0.427840016,0.014075355,0.142576568,0.339037486,0.39779324,0.562342357,6470.28187,4082.630364,3349.195923,3833.354735,3396.688266,3672.750753,3669.665968,3588.947637,3124.943137,1561.958942,2422.508401,2490.026496,2022.530308,1877.266145,1895.669246,22904.55659,15804.13833,6315.951053,5025.326832,6627.210685,0.366544765,0.249259956,0.274813572,0.405862671,1.640862636,0.46102328,16.93435634,2.088768232
29965.82204,33588.81717,3874.66021,33570.57028,0.253906307,0.243817722,0.678860311,0.735268766,0.740657967,2.338941512,-0.393719037,-0.295518358,-0.045751966,-0.131542896,1.818891823,-0.335230231,0.009596762,0.104742617,-0.003764207,-0.046317348,1.825764213,-0.444013241,-0.114256909,-0.027271953,0.079129,-0.398520322,0.028583198,0.08487554,0.260047835,0.309915127,0.63173561,8181.116276,4255.266737,4039.099502,3719.734198,5373.625179,4366.966244,2714.996721,2184.677185,2237.531333,2221.514426,2040.109726,2297.825813,2491.245367,1457.377674,1974.054813,30292.04457,11186.69055,6624.059283,9220.770245,6026.686294,0.11060015,0.122271143,0.293982434,0.37916926,1.990133106,0.46191424,21.23161329,1.357608068
30004.59265,28494.08971,3608.783304,28554.94434,0.270102975,0.27121869,0.820817752,0.832892453,0.798642713,2.179981663,-0.346200185,-0.279032444,-0.101865931,0.011777431,1.885230445,-0.437319024,-0.024059988,-0.042282378,0.059682459,-0.019206867,2.056782872,-0.417658891,-0.184128895,-0.0626877,0.113193564,-0.279937287,0.020842172,0.171535656,0.287426575,0.452953893,0.664615236,3565.598018,3093.3749,4192.564143,4893.859334,3786.870021,3492.88902,2972.459292,2427.321548,2428.603383,2587.531285,1882.467542,1924.042832,1532.258425,1787.813903,2055.195314,29037.17353,15537.30908,6321.85919,4822.780033,3333.040097,0.223613838,0.150478693,0.207515381,0.21652619,1.512049988,0.499924369,22.93865901,2.474248302
30037.04407,27882.02713,1040.297966,27882.1696,0.158544683,0.482631307,0.61871189,0.818891698,0.816318192,2.196462632,-0.454665742,-0.333560751,-0.080174539,-0.081586486,1.740847208,-0.429951599,-0.020407932,0.030111762,0.108551897,-0.101877176,2.000058284,-0.390499048,-0.026772984,0.010833566,0.133734905,-0.254820613,0.026342967,0.150232838,0.283382228,0.461457136,0.611238152,5754.71729,4001.238935,3709.541245,3441.479423,2470.387779,2903.937285,2364.713666,3446.880728,2100.80402,1793.693071,1626.291597,2687.92383,2070.481187,1501.875364,1784.562263,25054.07798,17219.44784,6012.363723,10685.59743,5223.699133,0.351315186,0.339017001,0.141928203,0.112136939,1.507287788,0.477889352,14.34342471,0.946965633
30010.55914,28904.75038,4939.750595,28930.36284,0.191518058,0.14212834,0.832700867,0.642744629,0.723835289,2.263041417,-0.478758772,-0.334379489,-0.058952845,-0.113320513,1.78907673,-0.399659031,-0.142317934,-8.47813e-4,0.035542545,-0.157483391,2.18090276,-0.343160785,-0.056602202,0.002511661,0.110417756,-0.305439493,0.021893432,0.170142639,0.266819779,0.504137153,0.607083367,6166.929923,5330.036176,4004.492425,4538.664782,3874.119668,4815.489639,3900.170036,2238.286905,2715.206471,2049.036509,2782.667725,1526.514867,2750.190284,1586.437261,592.5273984,22935.62777,4813.379733,13235.01682,2954.546723,3996.40348,0.254211542,0.186340354,0.138736311,0.259928773,1.614860582,0.429564513,22.99212134,1.298721154
29960.50687,36190.38578,3520.86465,36239.69132,0.165488377,0.383593683,0.849460179,0.89241146,0.82565517,2.392118746,-0.610905929,-0.162087285,-0.08299775,-0.027660819,1.8007994,-0.329921824,-0.147590279,-0.199101667,0.084547956,-0.175479088,2.477638832,-0.450499898,0.105588579,-0.102680763,0.127344463,-0.193236563,0.076319189,0.082870682,0.31228182,0.392901923,0.572740588,5331.275131,5761.270041,3667.131165,3635.624455,3485.841602,3680.319313,2827.357865,2870.655219,1995.555198,2429.728372,2239.337248,791.7870556,2500.230686,1736.626708,1647.068255,42300.02693,8498.92293,12828.51329,5604.664367,5996.196943,0.227903191,0.270923097,0.331896648,0.049140566,1.716067993,0.507317137,19.35287007,1.133611649
29967.08864,33987.14516,2984.179719,34044.92911,0.111472025,0.570850009,0.803047348,0.708116911,0.925293781,2.272690329,-0.456983896,-0.117296078,-0.07854972,-0.044585183,1.594735421,-0.53746966,-0.247077546,0.048858576,0.044085648,-0.251798969,2.138398814,-0.439272476,-0.076466723,-0.010277979,0.095583809,-0.043796682,0.012181319,0.150795584,0.177145385,0.392529887,0.623291941,5781.476066,5073.779332,4102.810056,3498.609894,5520.914313,3878.863267,3265.751639,3872.586207,2162.963325,2002.823734,2294.623987,1724.614961,2192.960707,1472.279624,1298.921843,31799.1544,16052.64277,8707.126919,19776.83515,7390.899375,0.132768855,0.128904909,0.23148006,0.166898448,1.299185475,0.431639245,20.65931884,1.03078703
29973.88773,30837.10771,2269.023259,30904.86977,0.171757735,0.36450189,0.746192332,0.871338535,0.677642477,2.326986934,-0.493716263,-0.270139552,-0.041856166,-0.076983915,1.796569966,-0.405764426,-0.151358595,-0.058685896,0.092142853,-0.178804569,2.238724615,-0.395442256,-0.173135028,0.136199412,0.082583114,-0.31225568,0.057744816,0.147674207,0.247515137,0.372974729,0.54823199,5514.225344,4584.13617,3938.091401,4011.758232,4930.299106,3875.923712,2117.868664,3708.58309,1592.981421,1400.23298,1863.774254,1796.5575470000001,2296.932636,1927.153536,1916.58875,32573.50185,17504.58976,5032.059244,4303.198033,7295.085496,0.161083352,0.429843773,0.187718176,0.195905397,1.651387974,0.412265643,19.81303873,2.298509313
30020.00829,34149.51055,3421.008337,34229.71425,0.159063173,0.401859033,0.834826249,0.739254275,0.599676828,2.419676927,-0.518116149,-0.268658518,-0.03078532,0.038947842,1.82499464,-0.417385639,-0.158789511,-0.079839519,0.10242856,-0.110968469,2.344280143,-0.423134382,-0.098604992,0.103852765,0.077201475,-0.222575859,0.009536195,0.097997529,0.297138258,0.449640153,0.638244643,7269.222676,5236.142698,3384.511865,3384.809215,3561.013314,3948.035388,3216.599868,2154.770362,2588.297441,2062.631569,2491.870167,2503.11646,1955.128118,3048.776535,1203.031817,14837.90945,13174.81889,5591.640729,5655.264857,7255.25571,0.075903636,0.225076361,0.12934477,0.171552897,1.567447422,0.469111834,19.44481441,1.955590789
29979.14875,30461.50769,4350.992656,30451.18836,0.141093293,0.306326862,0.845544522,0.581707359,0.860797211,2.144140255,-0.383052225,-0.212050815,-0.060368452,-0.025963671,1.545403807,-0.357760721,-0.115405683,-0.147545636,0.065998221,-0.178228232,2.35531396,-0.325257331,-0.110912096,-0.045999484,0.095590297,-0.256295039,0.03088865,0.18254068,0.316090066,0.48018272,0.557321904,5970.604984,4465.861286,5404.414162,3620.2426,2422.197325,4282.354725,2292.013287,3025.943076,1915.819931,3132.0625449999998,1611.114758,1494.314133,1585.172516,2342.285039,1458.961311,23847.0342,7479.860543,6120.772523,7731.559803,8468.19045,0.386712788,0.265819706,0.154472733,0.23230693,1.767145018,0.533327665,11.87563528,1.097146873
29953.45729,25040.48223,4152.285825,24971.55674,0.133659552,0.211793667,0.864626149,0.725126547,0.76915111,2.074439671,-0.404408133,-0.292634621,-0.062216484,-0.076412496,1.545109718,-0.436873467,-0.074703493,-0.040143656,-0.02964024,-0.067210344,2.078143162,-0.261061598,-0.118333929,0.021151653,0.06321762,-0.337706974,0.033731714,0.093591772,0.247060148,0.41460223,0.590048862,5113.294706,3388.541511,4667.68858,4969.80386,4682.278894,4727.014629,1607.458766,2438.622149,2873.531667,1578.354244,2655.098243,1868.314424,2072.669946,1136.464827,1672.841558,34082.90745,11339.6501,4835.034322,5743.05777,2274.149417,0.295870838,0.101339881,0.235723972,0.21786498,1.494818668,0.462062965,6.730655132,1.172512999
30030.01492,27143.30945,3458.111222,27094.5218,0.158946155,0.34901621,0.814657642,0.838178749,0.743677067,2.333964152,-0.479509237,-0.090177993,-0.007980458,0.002834144,1.594598597,-0.544522613,-0.095383793,-0.168789776,0.023230609,-0.11111647,2.487314646,-0.32499093,-0.104755709,0.059369615,0.177709862,-0.209162401,0.037393769,0.205954623,0.20006114,0.337230573,0.54813537,6212.692746,4635.767891,3851.132536,4407.543114,2838.586625,4873.73855,2744.905881,3414.294636,1578.528528,1586.399183,2218.370796,1821.73283,1822.033659,1771.034747,2222.432093,24307.43982,12065.61755,6223.00078,4082.75275,11216.05046,0.372317298,0.2140313,0.218478514,0.182165922,1.566952836,0.497824892,22.33323711,0.905478713
29925.0548,26303.30093,4145.503562,26279.74034,0.207644223,0.382693026,0.552521792,0.63992628,0.848378347,2.303414199,-0.557979718,-0.275448287,-0.071068473,-0.022963197,1.503604416,-0.430691741,-0.183138633,-0.174324669,0.10454139,-0.142270887,2.001660368,-0.340027248,-0.151999762,-0.011586199,0.188934502,-0.33272513,0.076567392,0.144209681,0.223931514,0.471965827,0.556620908,6819.480561,3646.371456,4137.4929,4888.151189,4446.061675,3201.647858,2136.191449,2226.951373,1916.907402,1250.863716,1456.434429,2873.04428,1600.29537,1669.012812,709.0258082,31724.14258,17397.74292,6662.948295,5681.703538,5634.485255,0.13749139,0.233123894,0.10979737,0.165794297,1.677950881,0.452062364,13.03018756,2.685583791
29955.44641,29491.80426,1668.956347,29438.36588,0.096486195,0.365304148,0.703973313,0.749431745,0.808317296,2.476941368,-0.468514708,-0.16562227,-0.044204109,-0.052780829,1.644134536,-0.464322296,-0.153213152,0.033973346,0.07772415,-0.170436013,2.398352563,-0.434234806,-0.203734181,-0.051814814,0.170506168,-0.280136295,0.036625703,0.142129585,0.25903777,0.416868775,0.571366238,6435.346564,4907.979064,2796.000452,3642.149624,3234.20083,3805.787707,4678.155357,3084.437904,2558.620368,2045.521432,2706.885957,1814.504633,2347.063894,1265.855175,1347.445303,31598.05293,11008.24768,7620.006348,7566.505701,4406.562759,0.117477819,0.084921447,0.424093901,0.232465606,1.739383793,0.512801186,12.14276865,1.568410406
29996.20956,28305.19962,3551.103517,28353.45887,0.25633546,0.190774522,0.849190583,0.780095728,0.720178549,2.10474666,-0.347586648,-0.265354741,-0.027531055,-0.085858171,1.985067351,-0.388647738,-0.252305677,0.009584233,0.049760911,-0.251624497,2.117257016,-0.395560093,-0.197630893,-0.029798613,0.143186778,-0.215034271,0.045280455,0.161114172,0.223221959,0.393150932,0.589120721,5247.425118,3671.525861,3628.728685,3912.769562,2977.652309,4287.745025,2013.99683,2839.274939,3715.903547,3500.678786,2201.858407,1819.666091,1768.318733,3124.351566,1303.862536,17744.77586,13730.36324,8091.061674,12204.66595,6409.9588,0.151837483,0.274484426,0.145503678,0.323152928,1.78521493,0.469323267,12.8300811,2.004268949
29987.72027,31348.34989,2531.815515,31330.45989,0.380802537,0.415232681,0.708317909,0.686645536,0.847757421,2.140231191,-0.49219514,-0.251215282,-0.0163577,-0.087803282,1.637260423,-0.53622935,-0.353426835,0.043542273,0.044217863,-0.069770752,1.961961686,-0.42178281,-0.092564238,-0.108484277,0.100102849,-0.284121737,0.008841813,0.204115906,0.228540916,0.407134224,0.592438795,7209.03229,5513.832959,3512.351186,5102.542902,3650.462727,4677.430237,1315.426919,2803.03804,1909.093267,2418.173301,2315.294491,2172.330707,2241.140388,1227.950227,1676.419679,39950.82133,10671.41669,4589.338993,7295.296608,6488.519146,0.186838374,0.095671453,0.148955403,0.124258833,1.989058162,0.405615604,19.45647524,2.610209781
29982.96931,25836.32644,3780.866134,25806.74402,0.200218446,0.278543713,0.881568996,0.669635562,0.875577375,2.208936035,-0.496463486,-0.281171809,-0.068026136,-0.048246286,1.641985308,-0.326625828,-0.114467521,0.06562308,0.126959845,-0.227827827,2.284175688,-0.33810145,-0.113786871,-0.109821916,-0.065232506,-0.344507344,0.076231857,0.215746893,0.249094145,0.366053182,0.685000704,6267.186661,4186.227391,3623.042369,4154.885948,3076.911583,4231.051009,3006.966567,2000.507391,1521.056486,1637.883529,3280.69599,1666.124686,2449.487187,1979.553615,1237.796083,39993.34804,19280.35938,5189.210123,6568.697878,17946.0469,0.231345779,0.292991552,0.210795435,0.180223686,1.761193602,0.437105845,14.56614896,0.804827929
29992.33561,26636.40508,3588.146892,26683.05265,0.167340017,0.310952288,0.828892254,0.708207717,0.643039398,2.080428596,-0.512038968,-0.17277107,-0.023505651,-0.044426702,1.583412929,-0.45609397,-0.119712473,0.00178499,0.028490479,-0.089562851,2.193419625,-0.366667465,-0.043240718,0.051439083,0.092408761,-0.360961432,0.04228646,0.149686835,0.230700029,0.351419154,0.598605558,7891.994138,4700.55631,5246.88183,5786.729016,3261.799005,3304.845116,4000.225758,2577.17268,2243.2156879999998,2804.668379,1803.994267,1485.377715,2002.655705,937.2779828,1838.705886,28937.4454,26372.87033,13366.44938,11450.03862,13967.25682,0.122314518,0.185535038,0.165548172,0.387135955,1.760203371,0.450348266,11.08879453,1.583683352
29946.21099,24754.16006,1739.844609,24696.62603,0.106305623,0.345615712,0.738956772,0.777949151,0.907464546,2.223384549,-0.352279554,-0.281378793,-0.066379264,-0.133331103,1.778761301,-0.376781549,-0.210043748,-0.086287203,0.11008495,-0.225365813,2.057073592,-0.501708759,-0.024187676,0.108989361,0.09390669,-0.273035203,0.030934308,0.125219827,0.18140093,0.386090331,0.608334529,6485.183552,3117.691371,4730.242946,3769.384025,4003.563987,4058.785818,4419.884767,2067.637845,2205.852066,2418.186392,2339.127782,1442.211272,1777.321562,2182.111016,1943.124764,30629.13112,10745.97379,6099.723253,13471.5264,9561.596833,0.110018257,0.171088332,0.047130376,0.247974317,1.887688932,0.427907103,12.6767986,1.605369805
